Email,First name,Last name,Phone number,Website URL,Latest source date,Industrija,Annual revenue,St. zaposlenih,Company name,City,Postal code,Street address,St. prebivalcev,Fax number,Lead status,Lifecycle stage,Contact owner,Oddaljenost od mesta,Google my business,Ure na teden,Stran na google,Ocena,Search term,St. ocen
,,,41984511,,,Frizerski studio,,,"Cafuta Majda s.p. - frizerski salon ""Špela""",Ptuj,2250,Črtkova ulica 18,18004,,,,,134455,0,,4,,Ptuj Frizerski studio,
,,,51425533,,,Frizerski studio,,,Frizerski studio  Darja Ozvald s.p.,Ptuj,2250,Vičava 105,18004,,,,,681,0,,4,4.8,Ptuj Frizerski studio,5
,,,41865593,,,Frizerski studio,,,Andy-Frizerski salon Radolič Andreja s.p.,Ptuj,2250,Ulica 25. maja 7,18004,,,,,179943,0,,4,5,Ptuj Frizerski studio,1
,,,27710151,,,Frizerski studio,,,Sojer frizersko in kozmetično podjetje d.o.o.,Ptuj,2250,Ormoška cesta 15,18004,,,,,603,0,,4,,Ptuj Frizerski studio,
,,,31300186,,,Frizerski studio,,,Frizerski studio Ella  Manuela Murko s.p.,Videm,2284,Videm pri Ptuju 1,18004,,,,,207173,0,,4,4.8,Ptuj Frizerski studio,31
,,,27823291,,,Frizerski salon,,,Ciglar-Kelemen Sonja S.P. - Frizerski Salon Kelemen Maja & Tomi,Ptuj,2250,Zagrebška cesta 7,18004,,,,,62464,1,41,1,4.9,Ptuj Frizerski salon,24
,,,27784101,,,Frizerski salon,,,"Gojkošek Neva s.p. - frizerski studio ""Neva""",Ptuj,2250,Arbajterjeva ulica 3,18004,,,,,848,1,39,1,5,Ptuj Frizerski salon,20
,,,40130848,,,Frizerski salon,,,HAIR STUDIO Alen Krojsl,Ptuj,2250,Trstenjakova ulica 5a,18004,,,,,34201,0,,1,4.9,Ptuj Frizerski salon,15
,,,27820070,,,Frizerski salon,,,"Nemec Marija S.P.- frizerski salon ""Ježek",Ptuj,2250,Selska cesta 24,18004,,,,,60487,1,,1,5,Ptuj Frizerski salon,16
,,,41682578,https://www.moja-dejavnost.si/odprt-frizerski-salon-ptuj/frizerstvo-tina-frizerske-storitve-martina-antonic-sp/MM1MbSIL,,Frizerski salon,,,Frizerstvo Tina  frizerske storitve Martina Antonič s.p.,Ptuj,2250,Mlinska cesta 1f,18004,,,,,136058,1,65,1,4.9,Ptuj Frizerski salon,14
,,,30259630,,,Frizerski salon,,,Hair Master  frizerske storitve Džimi Zemljič s.p.,Ptuj,2250,Maistrova ulica 1,18004,,,,,111841,1,66,1,4.8,Ptuj Frizerski salon,21
,,,27710967,https://bio-las.si/,,Frizerski salon,,,"Šoštarič Simona s.p. - ""Biolas"" frizerstvo  posredništvo pedikura in kozmetika",Supermesto,TC,Supermesto,18004,,,,,0,1,55,1,4.5,Ptuj Frizerski salon,18
,,,27825281,,,Frizerski salon,,,Krajnc Tatjana S.P. - Frizerstvo Tanja,Ptuj,2250,Draženska cesta 11,18004,,,,,2501,0,,1,4.2,Ptuj Frizerski salon,16
,,,31629815,,,Brivec,,,Lux Ptuj,Ptuj,2250,Ulica Viktorina Ptujskega 5,18004,,,,,32,0,,1,,Ptuj Brivec,
,,,27642511,https://www.moja-dejavnost.si/dober-frizerski-salon-videm-pri-ptuju/kmetec-klavdija-sp---frizerstvo-klavdija/MM11KJyT,,Brivec,,,"FRIZERSTVO ""KLAVDIJA"" KMETEC KLAVDIJA S.P.",Videm,2284,Pobrežje 8a,18004,,,,,205974,1,55,1,4.6,Ptuj Brivec,43
,,,40341474,,,Brivec,,,Suzana Lovrec s.p. - moško in žensko frizerstvo,Ptuj,2250,Spuhlja 25,18004,,,,,3222,0,,1,5,Ptuj Brivec,4
,,,40166068,,,Brivec,,,Bella  frizerstvo Jasna Topolnik s.p.,Ptuj,2250,Ulica 25. maja 12,18004,,,,,179867,0,,1,,Ptuj Brivec,
,,,41313089,https://www.moja-dejavnost.si/dober-frizerski-salon-ptuj/kitka-frizerski-salon-alenka-kostanjevec-sp/MMxnT3xNQR,,Brivec,,,KITKA  frizerski salon Alenka Kostanjevec s.p.,Ptuj,2250,Podvinci 66,18004,,,,,4191,0,,1,5,Ptuj Brivec,2
,,,,http://www.qcenterptuj.si/,,Brivec,,,Qcenter Ptuj,Ptuj,2250,Puhova ulica 21,18004,,,,,1141,1,72,1,4.4,Ptuj Brivec,1
,,,31740653,,,Brivec,,,FRIZER MARTIST,Ptuj,2250,Osojnikova cesta 3,18004,,,,,331,1,56,1,5,Ptuj Brivec,2
,,,41805661,https://www.moja-dejavnost.si/dober-frizerski-studio-ptuj/frizerski-studio-blanka-blanka-slacek-sp/MM1qfCf5,,Brivec,,,FRIZERSKI STUDIO BLANKA  BLANKA SLAČEK S.P.,Ptuj,2250,Slomškova ulica 22,18004,,,,,46,0,,1,,Ptuj Brivec,
,,,41394824,http://www.lepotnistudio-lavanda.si/,,Kozmeticni studio,,,Lepotni studio Lavanda  Elena Ber s.p.,Ptuj,2250,Osojnikova cesta 22,18004,,,,,940,0,,1,4.6,Ptuj Kozmeticni studio,31
,,,27795051,http://www.rabim.info/zagorsek-silva-sp-kozmeticni-studio-silva-9605,,Kozmeticni studio,,,Zagoršek Silva s.p. - kozmetični studio Silva,Ptuj,2250,Golobova ulica 9,18004,,,,,2727,0,,1,4.2,Ptuj Kozmeticni studio,5
,,,31684912,https://www.kozmeticnistudio-olimpic.si/,,Kozmeticni studio,,,Kozmetični studio Olimpic,Ptuj,2250,Mestni trg 4,18004,,,,,69371,1,50,1,,Ptuj Kozmeticni studio,
,,,41493344,https://www.moja-dejavnost.si/nega-obraza-in-depilacija-ptuj/lepota-annaj-anna-bubanovic-sp/MM1oGij0,,Kozmeticni studio,,,LEPOTA ANNAJ  kozmetične storitve Anna Bubanović s.p.,Ptuj,2250,Panonska ulica 5,18004,,,,,18839,0,,1,4.8,Ptuj Kozmeticni studio,22
,,,31309909,,,Kozmeticni studio,,,Kozmetični Studio Suzana,Ptuj,2250,Mežanova ulica 2a,18004,,,,,1664,1,60,1,5,Ptuj Kozmeticni studio,2
,,,27716961,,,Kozmeticni studio,,,Tokalić Nedeljka S.P.-Kozmetični studio Neda,Ptuj,2250,Prešernova ulica 18,18004,,,,,35836,0,,1,,Ptuj Kozmeticni studio,
,,,31827330,https://b-studio-skin-care-clinic.business.site/?utm_source=gmb&utm_medium=referral,,Kozmeticni studio,,,B Studio,Ptuj,2250,Gomilšakova ulica 1,18004,,,,,69404,0,,1,,Ptuj Kozmeticni studio,
,,,27481624,http://www.studioreal.si/kontakt.html,,Kozmeticni studio,,,"Mrčinko Vlasta s.p. - frizersko kozmetični studio ""Real""",Ptuj,2250,Potrčeva cesta 4a,18004,,,,,203,0,,1,4.3,Ptuj Kozmeticni studio,12
,,,40742732,,,Kozmeticni studio,,,Gužvinec Ksenija s.p. - kozmetični salon Cosmea,Ptuj,2250,Osojnikova cesta 9,18004,,,,,318,1,25,1,,Ptuj Kozmeticni studio,
,,,41594412,,,Kozmeticni studio,,,Kozmetični studio Karmen in svetovanje  Karmen Zinrajh s.p.,Ptuj,2250,Klepova ulica 50,18004,,,,,1803,0,,1,,Ptuj Kozmeticni studio,
,,,27785971,,,Kozmeticni studio,,,Berlič Veronika s.p. - kozmetični studio,Ptuj,2250,Trstenjakova ulica 5,18004,,,,,34201,0,,1,3,Ptuj Kozmeticni studio,2
,,,40355612,,,Kozmeticni studio,,,Kozmetični studio Naturalis  Alenka Zemljarič s.p.,Ptuj,2250,Spuhlja 140,18004,,,,,3252,0,,1,,Ptuj Kozmeticni studio,
,,,31352935,https://www.minimum.si/lepotni-in-nohtni-studio/,,Kozmeticni studio,,,Nohtni  masažni in lepotni salon Oljka lepotni čas,Ptuj,2280,Trstenjakova ulica 5,18004,,,,,34201,1,33,1,5,Ptuj Kozmeticni studio,1
,,,,,,Kozmeticni studio,,,Kozmetični salon Zala,Ptuj,2250,Prešernova ulica 10,18004,,,,,130772,0,,1,5,Ptuj Kozmeticni studio,1
,,,40592246,,,Kozmeticni studio,,,Nail master studio  kozmetične storitve Maja Bezjak s.p.,Ptuj,2250,Maistrova ulica 1,18004,,,,,111841,0,,1,,Ptuj Kozmeticni studio,
,,,31364065,,,Kozmeticni studio,,,Kozmetični salon Staza  Anastazija Topolovec s.p.,Ptuj,2250,Ormoška cesta 77,18004,,,,,2074,0,,1,,Ptuj Kozmeticni studio,
,,,27796471,,,Kozmeticni studio,,,Frizersko kozmetični studio Lepenik  Bernarda Lepenik s.p.,Ptuj,2250,Ulica heroja Lacka 8,18004,,,,,17309,0,,1,5,Ptuj Kozmeticni studio,2
,,,41906644,http://www.pedikura-sorsak.si/,,Kozmeticni studio,,,SORŠAK MARIJA S.P.- SALON NEGE  BOSA NOGA,Ptuj,2250,Peršonova ulica 50,18004,,,,,1251,0,,1,4.5,Ptuj Kozmeticni studio,4
,,,41838799,,,Kozmeticni studio,,,Lišpalnica  podaljševanje trepalnic in manikira Maja Ciglar s.p.,Ptuj,2250,Ormoška cesta 5,18004,,,,,500,1,40,1,5,Ptuj Kozmeticni studio,1
,,,70488468,,,Lepotna nega,,,Estetika Kael,Ptuj,2250,Zagrebška cesta 13,18004,,,,,62464,0,,1,5,Ptuj Lepotna nega,6
,,,41461266,,,Lepotna nega,,,Slimmer center,Ptuj,2250,Ulica 25. maja,18004,,,,,179921,0,,1,,Ptuj Lepotna nega,
,,,40705058,http://victoriavynn.si/,,Lepotna nega,,,Victoria Vynn Slovenija - Uradna stran,Ptuj,2250,Trstenjakova ulica 5a,18004,,,,,34201,0,,1,5,Ptuj Lepotna nega,3
,,,27801066,,,Lepotna nega,,,Petkoski gorjanka s.p. - lepotni studio Onyx-Izdelava umetnih nohtov,Ptuj,2250,Nova vas pri Ptuju 65a,18004,,,,,2164,0,,1,4.7,Ptuj Lepotna nega,7
,,,,,,Lepotna nega,,,Zakelšek Milan s.p. - as prevozništvo,Ptuj,2250,Mežanova ulica 2,18004,,,,,1664,0,,1,5,Ptuj Lepotna nega,1
,,,41456232,http://www.vitibeauty.si/,,Lepotna nega,,,Viti beauty Ptuj,Ptuj,2250,Rajšpova ulica 16,18004,,,,,753,1,44,1,,Ptuj Lepotna nega,
,,,70787065,http://www.brezdlak.si/,,Lepotna nega,,,Nomasvello Ptuj,Ptuj,2250,Rajšpova ulica 15b,18004,,,,,753,1,55,1,3,Ptuj Lepotna nega,4
,,,31221152,,,Lepotna nega,,,Kozmetični atelje Nina  Nina Bašica s.p.,Ptuj,2250,Trubarjeva ulica 3,18004,,,,,21134,0,,1,5,Ptuj Lepotna nega,8
